zipcode,name,tel,beonji,address
120-170,서울신촌우체국,02-362-0205,90-101,서울 서대문구
120-749,서울연세대학교우체국,02-392-0205,134,서울 서대문구
120-824,서울연희동우체국,02-324-2005,90-15,서울 서대문구
120-750,서울이화여자대학교우체국,02-363-0205,11-1,서울 서대문구
120-012,서울충정로우체국,02-362-0014,8-2,서울 서대문구
120-091,서울홍제동우체국,02-379-4205,158-45,서울 서대문구
137-701,서울가톨릭의과대학우체국,02-591-0004,505,서울 서초구　
137-742,서울교육대학우체국,02-588-0205,1650,서울 서초구　
137-800,서울반포우체국,02-593-0005,4-13,서울 서초구　
137-829,서울방배동우체국,02-593-0004,773-11,서울 서초구　
137-737,서울법원청사우체국,02-537-7073,,서울 서초구　
137-866,서울서초1동우체국,02-587-4243,1444-1,서울 서초구　
137-872,서울서초3동우체국,02-581-2005,1539-1,서울 서초구　
137-886,서울양재동우체국,02-573-0116,1-1,서울 서초구　
137-049,서울이수우체국,02-593-0008,1131,서울 서초구　
133-094,서울금호4가우체국,02-2298-2050,103-2,서울 성동구　
133-092,서울금호동우체국,02-2236-0020,223,서울 성동구　
133-111,서울뚝섬우체국,02-464-2005,33-29,서울 성동구　
133-050,서울마장동우체국,02-2299-2005,523-3,서울 성동구　
133-071,서울성동우체국,02-2292-0014,284,서울 성동구　
133-123,서울성수동우체국,02-468-0004,315-71,서울 성동구　
133-030,서울왕십리우체국,02-2295-2050,356,서울 성동구　
133-170,서울용답동우체국,02-2212-2466,228-5,서울 성동구　
133-791,한양대학교우체국,02-2292-0205,17,서울 성동구　
136-701,고려대우체국,02-923-2005,1-2,서울 성북구　
136-132,과기연우체국,02-958-6345,39-1,서울 성북구　
136-702,국민대우체국,02-914-2005,861-1,서울 성북구　
136-044,돈암동우체국,02-923-0430,352-1,서울 성북구　
136-132,동덕여대우체국,02-916-3001,,서울 성북구　
136-031,동소문동우체국,02-741-0204,44,서울 성북구　
136-704,서경대학교우체국,02-911-6677,산16-1,서울 성북구　
136-142,석관동우체국,02-915-6800,65-176,서울 성북구　
136-742,성신여대우체국,02-924-0182,249-1,서울 성북구　
136-142,장위동우체국,02-916-2005,69-4,서울 성북구　
136-102,정릉우체국,02-914-0205,414-4,서울 성북구　
136-090,종암동우체국,02-912-0102,10-303,서울 성북구　
138-701,서울가락도매시장우체국,02-400-2005,600,서울 송파구　
138-161,서울가락동우체국,02-408-0002,479,서울 송파구　
138-169,서울가락본동우체국,02-408-0409,77,서울 송파구　
138-110,서울거여동우체국,02-402-2855,289-6,서울 송파구　
138-121,서울마천동우체국,02-408-4004,128-75,서울 송파구　
138-202,서울문정동우체국,02-448-0205,150-17,서울 송파구　
138-050,서울방이동우체국,02-417-0789,115-14,서울 송파구　
138-180,서울삼전동우체국,02-417-0800,72-4,서울 송파구　
138-171,서울송파1동우체국,02-422-0004,113-2,서울 송파구　
138-130,서울오금동우체국,02-431-2003,129-3,서울 송파구　
138-151,서울오륜동우체국,02-404-0014,89-13,서울 송파구　
138-229,서울잠실1동우체국,02-423-0004,214-10,서울 송파구　
138-240,서울잠실4동우체국,02-423-2005,17-6,서울 송파구　
138-223,서울잠실5동우체국,02-412-2005,27-12,서울 송파구　
138-240,서울잠실우체국,02-417-0004,29-1,서울 송파구　
138-041,서울풍납동우체국,02-483-2006,162-49,서울 송파구　
158-736,서울남부지방법원우체국,02-2644-0551,313-1,서울 양천구　
158-053,서울목3동우체국,02-2642-0116,713-5,서울 양천구　
158-092,서울신월2동우체국,02-2692-0318,500-24,서울 양천구　
158-093,서울신월3동우체국,02-2695-3482,166-7,서울 양천구　
158-071,서울신정1동우체국,02-2654-2005,1017-15,서울 양천구　
158-073,서울신정3동우체국,02-2698-0205,1272,서울 양천구　
150-701,국회구내우체국,02-783-2005,1,서울 영등포구
150-896,대한생명우체국,02-784-2835,60,서울 영등포구
150-041,서울당산동우체국,02-2675-0140,309,서울 영등포구
150-072,서울대림동우체국,02-843-0010,990-45,서울 영등포구
150-092,서울문래동우체국,02-2676-0340,14-56,서울 영등포구
150-055,서울신길5동우체국,02-848-0114,446-3,서울 영등포구
150-057,서울신길동우체국,02-843-1005,638,서울 영등포구
150-867,서울양평동우체국,02-2676-2008,153-31,서울 영등포구
150-010,서울여의도광장우체국,02-780-0100,14-26,서울 영등포구
150-034,영등포우체국,02-2678-0014,425-2,서울 영등포구
150-790,한국방송공사우체국,02-785-0004,18,서울 영등포구
140-023,서울국방부구내우체국,02-795-2003,1,서울 용산구　
140-160,서울남영동우체국,02-793-2005,12-1,서울 용산구　
140-220,서울보광동우체국,02-797-0337,217-28,서울 용산구　
140-132,서울숙명여자대학교우체국,02-713-0205,53-12,서울 용산구　
140-003,서울용문동우체국,02-714-2005,1-157,서울 용산구　
140-111,서울원효로우체국,02-712-0205,27-6,서울 용산구　
140-906,서울이촌동우체국,02-795-0205,301-104,서울 용산구　
140-201,서울이태원1동우체국,02-794-0040,181-50,서울 용산구　
140-202,서울이태원우체국,02-798-2005,525,서울 용산구　
140-887,서울한남동우체국,02-794-2205,657-44,서울 용산구　
140-190,서울후암동우체국,02-754-2005,22,서울 용산구　
140-013,용산전자단지우체국,02-715-0500,16-18,서울 용산구　
122-090,국방대학교우체국,02-306-3005,205,서울 은평구　
122-050,서울갈현동우체국,02-359-2005,489-5,서울 은평구　
122-030,서울불광동우체국,02-353-2005,84-113,서울 은평구　
122-090,서울수색우체국,02-302-0205,101-7,서울 은평구　
122-040,서울연신내우체국,02-357-0205,123-1,서울 은평구　
122-010,서울응암동우체국,02-303-2005,576-37,서울 은평구　
110-230,삼청동우체국,02-736-3005,25-23,서울 종로구　
110-743,상명대학교우체국,02-394-0260,7,서울 종로구　
110-744,서울대학교병원우체국,02-742-0569,28,서울 종로구　
110-745,성균관대학교우체국,02-743-0206,53-21,서울 종로구　
110-010,세검정우체국,02-379-0141,133-1,서울 종로구　
110-551,숭인동우체국,02-745-0917,53-25,서울 종로구　
110-240,안국동우체국,02-735-2005,155,서울 종로구　
110-450,원남동우체국,02-742-8004,151-6,서울 종로구　
110-760,정부중앙청사우체국,02-738-0205,77-6,서울 종로구　
110-122,종로2가우체국,02-742-3852,39-2,서울 종로구　
110-125,종로5가우체국,02-763-0004,98-6,서울 종로구　
110-040,통의동우체국,02-738-3866,102,서울 종로구　
110-791,한국방송대우체국,02-743-0150,169-1,서울 종로구　
110-530,혜화동우체국,02-743-0014,111-3,서울 종로구　
100-715,서울동국대우체국,02-2273-6507,26,서울 중구　　
100-080,서울소공동우체국,02-757-2660,70-1,서울 중구　　
100-453,서울신당동우체국,02-2236-0606,369-36,서울 중구　　
100-162,서울역전우체국,02-757-1140,123,서울 중구　　
100-194,서울을지로4가우체국,02-2273-6505,312-2,서울 중구　　
100-196,서울을지로6가우체국,02-2264-2005,58-5,서울 중구　　
100-861,서울충무로2가우체국,02-2278-0038,49-11,서울 중구　　
100-110,서울태평로우체국,02-2130-2212,135,서울 중구　　
100-855,서울퇴계5가우체국,02-2273-6508,173-3,서울 중구　　
100-430,서울흥인동우체국,02-2236-0500,113,서울 중구　　
131-231,서울망우1동우체국,02-496-2005,340-27,서울 중랑구　
131-207,서울면목7동우체국,02-492-9560,1511,서울 중랑구　
131-203,서울면목동우체국,02-432-2005,1500,서울 중랑구　
131-142,서울묵동우체국,02-975-0004,239-79,서울 중랑구　
131-130,서울신내동우체국,02-3421-2005,649-3,서울 중랑구　
131-121,서울중화동우체국,02-435-2005,228-2,서울 중랑구　
618-141,대저우체국,051-973-0003,2338-5,부산 강서구　
618-330,부산가락동우체국,051-971-4700,718-3,부산 강서구　
618-300,부산강동우체국,051-972-0071,149-6,부산 강서구　
618-270,부산녹산공단우체국,051-831-2018,1709-2,부산 강서구　
618-210,부산녹산동우체국,051-971-5000,13-17,부산 강서구　
618-200,부산명지우체국,051-271-0008,1-360,부산 강서구　
618-142,부산소덕우체국,051-973-7005,2021-4,부산 강서구　
618-290,부산신호동우체국,051-831-8172,218-7,부산 강서구　
618-410,부산천가동우체국,051-972-0020,322,부산 강서구　
609-312,부산구서동우체국,051-512-0101,718-15,부산 금정구　
609-813,부산남산동우체국,051-514-0608,27-17,부산 금정구　
609-735,부산대학교우체국,051-512-0205,산30,부산 금정구　
609-826,부산부곡동우체국,051-517-0572,333-13,부산 금정구　
609-404,부산서동우체국,051-522-2998,194-16,부산 금정구　
609-393,부산장전3동우체국,051-517-2005,601-11,부산 금정구　
609-392,부산장전동우체국,051-512-4007,424-6,부산 금정구　
608-736,경성대학교우체국,051-624-2004,110-1,부산 남구　　
608-711,동명대학교우체국,051-626-2005,505,부산 남구　　
608-737,부경대학교우체국,051-623-0200,599-1,부산 남구　　
608-071,부산감만동우체국,051-634-2005,81-2,부산 남구　　
608-024,부산대연4동우체국,051-626-0205,999-2,부산 남구　　
608-808,부산대연우체국,051-628-0001,1348-3,부산 남구　　
608-828,부산문현동우체국,051-635-2005,253-31,부산 남구　　
608-090,부산분포우체국,051-628-0189,176-63,부산 남구　　
608-738,부산외국어대학교우체국,051-635-2004,산55-1,부산 남구　　
608-835,부산용호동우체국,051-623-2005,494-36,부산 남구　　
608-842,부산우암동우체국,051-631-2005,67-2,부산 남구　　
601-035,부산수정5동우체국,051-466-0206,579-1,부산 동구　　
601-032,부산수정동우체국,051-468-2005,30-10,부산 동구　　
601-051,부산좌천동우체국,051-632-2005,411-1,부산 동구　　
601-013,부산초량3동우체국,051-462-3007,1194-10,부산 동구　　
601-012,부산초량우체국,051-462-7004,296-40,부산 동구　　
607-061,동래온천우체국,051-552-0850,193-9,부산 동래구　
607-110,부산명장동우체국,051-521-2004,138-2,부산 동래구　
607-816,부산사직동우체국,051-502-8156,64-6,부산 동래구　
607-050,부산수안동우체국,051-555-2005,264-1,부산 동래구　
607-828,부산안락동우체국,051-529-2006,555-6,부산 동래구　
607-063,부산온천3동우체국,051-505-8004,1248-6,부산 동래구　
614-715,동의과학대학우체국,051-865-0205,산72,부산 부산진구
614-103,부산당감3동우체국,051-893-0100,516-10,부산 부산진구
614-104,부산당감4동우체국,051-897-9005,797-2,부산 부산진구
614-101,부산당감동우체국,051-895-9399,305-13,부산 부산진구
614-714,부산동의대학교우체국,051-891-8357,산24,부산 부산진구
614-022,부산범천2동우체국,051-643-2001,1298-117,부산 부산진구
614-021,부산범천동우체국,051-643-0105,853-31,부산 부산진구
614-091,부산부암동우체국,051-803-0580,160-18,부산 부산진구
614-031,부산부전1동우체국,051-818-2055,397-9,부산 부산진구
614-032,부산부전2동우체국,051-818-2004,526-12,부산 부산진구
614-042,부산서면우체국,051-811-1177,660-1,부산 부산진구
614-857,부산양정1동우체국,051-867-4102,445-4,부산 부산진구
614-052,부산양정2동우체국,051-866-3005,145-3,부산 부산진구
614-051,부산양정동우체국,051-862-1884,401-3,부산 부산진구
614-041,부산전포동우체국,051-808-2001,339-31,부산 부산진구
616-092,구포우체국,051-332-1202,1060-267,부산 북구　　
616-813,부산금곡동우체국,051-362-2005,1114-3,부산 북구　　
616-810,부산금곡본동우체국,051-362-2055,92-3,부산 북구　　
616-102,부산덕천2동우체국,051-341-3005,403-12,부산 북구　　
616-113,부산만덕동우체국,051-341-2005,916-1,부산 북구　　
616-737,부산정보대학우체국,051-336-7105,산48-6,부산 북구　　
616-120,부산화명2동우체국,051-341-2007,318-1,부산 북구　　
616-120,부산화명동우체국,051-331-0205,898-11,부산 북구　　
617-701,경남정보대학우체국,051-323-2005,167,부산 사상구　
617-030,부산농산물시장우체국,051-317-2005,650,부산 사상구　
617-041,부산덕포1동우체국,051-301-2005,429-3,부산 사상구　
617-083,부산모라3동우체국,051-301-1005,75-10,부산 사상구　
617-080,부산모라동우체국,051-302-0203,652-1,부산 사상구　
617-828,부산엄궁동우체국,051-325-2004,527-5,부산 사상구　
617-011,부산주례동우체국,051-325-2005,831-6,부산 사상구　
617-020,부산학장동우체국,051-316-0426,168-23,부산 사상구　
617-060,신라대학교우체국,051-304-1714,산1-1,부산 사상구　
604-803,부산감천동우체국,051-206-2006,468-1,부산 사하구　
604-815,부산괴정동우체국,051-204-2005,963-3,부산 사하구　
604-051,부산다대1동우체국,051-261-0205,1548-19,부산 사하구　
604-821,부산다대2동우체국,051-262-0030,86-3,부산 사하구　
604-050,부산다대동우체국,051-263-2006,1155-2,부산 사하구　
604-714,부산동아대학교승학캠퍼스우체국,051-202-0148,840,부산 사하구　
604-032,부산신평2동우체국,051-292-2005,591-6,부산 사하구　
604-030,부산신평동우체국,051-206-3007,545-1,부산 사하구　
604-845,부산장림동우체국,051-261-4006,334-14,부산 사하구　
604-020,부산하단우체국,051-293-0205,528-7,부산 사하구　
602-103,부산동아대학교구덕캠퍼스우체국,051-242-0205,1,부산 서구　　
602-092,부산서대신동우체국,051-257-2005,35-5,부산 서구　　
602-030,부산송도우체국,051-243-0030,279-3,부산 서구　　
602-061,부산아미동우체국,051-256-2005,1,부산 서구　　
602-011,부산충무동우체국,051-243-0130,39-10,부산 서구　　
613-807,부산광안동우체국,051-752-2005,491-6,부산 수영구　
